week 2,Duty of Counsel to Clients ," Mr. Z, a legal practitioner, is asked by a client to represent him in a criminal trial for armed robbery. The client admits to Mr. Z in private that he actually committed the robbery but wants Z to plead ""not guilty"" and argue his innocence in court. What should Mr. Z do? ", He must withdraw immediately because he cannot represent a guilty person. ," He can plead ""not guilty"" but cannot call false evidence or argue a positive defence he knows to be false. ", He must report the confession to the judge. ," He must convince the client to plead ""guilty"" or he will face professional discipline. ", B ," A confidential disclosure of guilt does not require withdrawal, but under Rule 15(3)(f), a lawyer cannot knowingly use perjured evidence or a false defence; he may however test the prosecution's case to see if it meets the burden of proof [9, 10]."
week 2,Duty of Counsel to Clients ," During a trial, Barrister Ibrahim finds a recent Supreme Court decision that completely destroys his client's case. The opposing counsel is a junior lawyer who is unaware of this decision. What is Ibrahim's duty? ", He must remain silent and hope the other side doesn't find it. ," He must disclose the authority to the court, even though it is against his case. ", He should withdraw from the case immediately. , He should tell the opposing counsel about it in private but not the judge. , B , Rule 32 of the RPC (and Rule 37) requires a lawyer to be candid and fair; he must not fail to cite a decided case that is against him which has not been cited by the opposing counsel [31-33].
week 2,Duty of Counsel to Clients ," Barrister Sola is approached by a client to help recover a debt. Sola tells the client, ""I will definitely win this case for you; there is no way we can lose."" Has Sola acted properly? "," Yes, it builds the client's confidence. "," No, a lawyer should refrain from making bold and confident assurances, especially since the other side hasn't been heard. "," Yes, provided he actually wins. "," No, unless he puts the guarantee in writing. ", B ," Under established ethics of the profession, where litigation is advised, counsel should refrain from making bold and confident assurances to the client [34]."
week 2,Duty of Counsel to Clients ," A legal practitioner, Mrs. Idowu, is representing a client in a civil suit. She forgets the trial date and fails to attend court, leading to the case being struck out. When the client sues her for negligence, she points to a clause in their retainer agreement that says, ""the lawyer shall not be liable for any mistakes made during the case."" Is this clause valid? "," Yes, parties are free to contract as they wish. "," No, any provision purporting to exclude or limit a lawyer's liability for negligence in a contract is void. "," Yes, but only if the client signed it before a Notary Public. "," No, unless the NBA President approved the waiver. ", B ," Section 9(1) of the Legal Practitioners Act (LPA) provides that a person shall not be immune from liability for damages attributable to his negligence, and any contract provision purporting to exclude this liability is void [30, 35]."
week 2,Duty of Counsel to Clients ," Barrister Dele is retained by a client in a property matter. While the matter is ongoing, Dele discovers that the client is using his law firm to launder money from an illegal drug business. What must Dele do to comply with current Nigerian law and ethics? ", He must keep the information secret due to attorney-client privilege. , He must withdraw his services and report the suspicious activities to the appropriate authorities like the EFCC/NFIU. ," He should ask for a 10% cut of the laundered money as a ""risk fee."" ", He should only tell his local NBA Chairman. , B ," Under the Money Laundering (Prevention and Prohibition) Act 2022 and Rule 57 of the RPC 2023, lawyers have an obligation to report suspicious transactions to the appropriate authorities, and privilege does not cover transactions in furtherance of an unlawful act [36-39]."
week 2,Regulatory/Controlling Bodies , The National Executive Committee of the Nigerian Bar Association (NBA) is currently embroiled in a leadership crisis that has paralyzed the association's management. The Body of Benchers (BOB) seeks to intervene to ensure the association's affairs continue. Under what condition can the BOB legally appoint a caretaker committee for the NBA? , Only if the AGF specifically requests it in writing , If the NEC passes a resolution requesting the BOB to do so , Only if the Supreme Court declares the current NEC illegal , If the NBA fails to hold elections for more than 60 days , B ," According to the Body of Benchers functions, one circumstance for appointing a caretaker committee is when the NEC of the NBA passes a resolution requesting the BOB to appoint one to run the affairs of the Association [1-3]."
week 2,Regulatory/Controlling Bodies ," Mr. Kola, a legal practitioner, was found guilty of infamous conduct by the Legal Practitioners Disciplinary Committee (LPDC) for misappropriating client funds. Dissatisfied with the direction, he intends to appeal the decision. To which body should Mr. Kola's appeal be directed? ", The General Council of the Bar , The Body of Benchers , The Supreme Court of Nigeria , The Court of Appeal , C ," By virtue of Section 12(7) of the Legal Practitioners Act and the decision in Nwalutu v. NBA, an appeal from the direction of the LPDC lies directly to the Supreme Court of Nigeria [4-6]."
week 2,Exclusive Rights and Restrictions ," Chief Okon, a retired Justice of the Court of Appeal, is approached by his nephew to represent him as lead counsel in a high-stakes land dispute at the State High Court. Chief Okon is still physically fit and willing to argue the case. Which of the following best describes Chief Okon's legal position? ", He can appear since he is a retired judicial officer and not a serving one , He can appear provided he does not wear his wig and gown , He is prohibited from acting as a legal practitioner before any court of law in Nigeria , He can only appear if he is granted a special warrant by the CJN , C ," Under Section 292(2) of the 1999 Constitution and Rule 6(3) of the RPC, a judicial officer who has retired is prohibited for life from acting as a legal practitioner or advocate before any court of law or tribunal in Nigeria [7-9]."
week 2,Regulatory/Controlling Bodies , A new private university in Nigeria has just graduated its first set of law students and is seeking to have its law faculty accredited so that the graduates can be admitted to the Nigerian Law School. Which body is primarily responsible for the accreditation of law faculties and the vocational training of these aspirants? , The National Universities Commission (NUC) only , The Council of Legal Education (CLE) , The Body of Benchers , The General Council of the Bar , B ," The Council of Legal Education, established by the Legal Education Act, is responsible for the legal education of aspirants to the Bar, including the accreditation of law faculties and the issuance of qualifying certificates [4, 10, 11]."
week 2,Exclusive Rights and Restrictions ," Mr. Emeka, a legal practitioner called to the Bar in 2020, has failed to pay his annual practicing fees for the year 2024 as of May 2024. He is briefed to appear in a fundamental rights enforcement matter fixed for hearing in June 2024. What is the effect of his non-payment on his appearance? ", He can appear provided he pays the fee before the next adjourned date , He has no right of audience in court until the fees are paid , He can appear but cannot claim professional fees from the client , He is only allowed to appear in civil matters but not criminal ones , B ," Section 8(2) of the Legal Practitioners Act and Rule 9(1) of the RPC provide that a legal practitioner shall not have a right of audience in any court unless he has paid his practicing fees for that year, which must be paid by March 31st [12-15]."
week 2,Regulatory/Controlling Bodies , The Federal Government intends to review the maximum charges legal practitioners can collect for the preparation of deeds and other land-related documents. Which body is statutorily empowered to make orders regulating the charges of legal practitioners? , The Nigerian Bar Association , The General Council of the Bar , The Legal Practitioners Remuneration Committee , The Legal Practitioners Privileges Committee , C ," Section 15(1) of the Legal Practitioners Act establishes the Legal Practitioners Remuneration Committee, which has the power to make orders regulating the charges of legal practitioners, including maximum charges for specific activities [16, 17]."
week 2,Exclusive Rights and Restrictions ," A Senior Advocate of Nigeria (SAN) is briefed to defend a client in a complex fraud case before the High Court of Lagos State. On the day of the hearing, the junior counsel in his firm is unavailable due to an emergency. Can the SAN proceed to conduct the trial alone? "," No, a SAN must always appear with a junior in all cases "," Yes, because the restriction on appearing alone applies only to civil cases "," Yes, provided he obtains the leave of the presiding judge "," No, he must wait for another SAN to join him ", B ," Under the Senior Advocates of Nigeria (Privileges and Functions) Rules, a SAN is prohibited from appearing alone in civil cases but may appear as counsel in any criminal case in any court without another counsel [18-20]."
week 2,Exclusive Rights and Restrictions ," Alhaji Bature, a wealthy businessman, asks his personal secretary, who is not a lawyer but has a ""diploma in law,"" to draft a Deed of Mortgage for a property transaction in exchange for a ?50,000 ""processing fee."" What is the legal implication of this act? ", It is valid since the secretary has a diploma in law , It is an offence under the Legal Practitioners Act , It is only an offence if the Deed is eventually registered ," It is permissible if a lawyer later ""franks"" the document for them ", B , Section 22(1)(d) of the Legal Practitioners Act provides that any person other than a legal practitioner who prepares any instrument relating to immovable property in expectation of a reward is guilty of an offence [21-24].
week 2,Regulatory/Controlling Bodies , A legal practitioner is aggrieved by a new rule included in the Rules of Professional Conduct (RPC) and wishes to challenge the authority of the body that enacted it. Which body is responsible for enacting and revising the RPC in Nigeria? , The Body of Benchers , The Nigerian Bar Association , The General Council of the Bar , The National Judicial Council , C ," The General Council of the Bar, established by Section 1 of the LPA, is responsible for enacting and revising the Rules of Professional Conduct for legal practitioners [25-27]."
week 2,Exclusive Rights and Restrictions ," Mr. Ade, a legal practitioner, is also a full-time salaried Director of Legal Services at a multinational oil company. The company is sued in a commercial dispute, and the CEO directs Mr. Ade to robe and represent the company in court to save costs. Can Mr. Ade comply with this directive? "," Yes, provided he is a qualified legal practitioner "," No, a lawyer in salaried employment cannot appear as an advocate for his employer "," Yes, but only if he appears with an external counsel "," No, unless the company is a government department ", B ," Rule 8(1) of the RPC 2023 stipulates that a member of the Bar, while in salaried employment, shall not appear as an advocate in court for his employer, except where he is employed as a legal officer in a government department [28, 29]."
week 2,Regulatory/Controlling Bodies ," Following a controversial election, the Registered Trustees of the NBA are sued in court regarding the validity of the national officers' tenure. The defendants argue that the NBA itself should have been sued. What is the legal status of the NBA regarding its capacity to sue or be sued? ", It is a juristic person and must be sued in its own name , It is a juridical entity and can only be sued through its registered trustees , It is a government agency under the AGF's office , It has absolute immunity from all legal proceedings , B ," The NBA is a juridical and not a juristic entity, meaning it cannot be sued in its own name but rather through its registered/incorporated trustees, as decided in Fawehinmi v. NBA [30-32]."
week 2,Exclusive Rights and Restrictions , A Senior Advocate of Nigeria is approached to represent a client in an appeal against a conviction for stealing at the Magistrate Court. Can the SAN personally sign the notice of appeal and argue the case before the Magistrate? "," Yes, because he is a legal practitioner of the highest distinction "," No, a SAN is prohibited from appearing or signing processes for use in an inferior court "," Yes, provided the case involves a novel point of law ", Only if he is accompanied by three junior lawyers , B ," Based on the decision in Registered Trustees of ECWA v. Ijesha and the SAN Rules, a SAN shall not appear in any inferior court (Magistrate court and below) nor file and sign processes to be used in such courts [18, 33-35]."
week 2,Regulatory/Controlling Bodies , The Legal Practitioners Privileges Committee (LPPC) is considering withdrawing the rank of SAN from a holder who was recently convicted of a felony. Who presides over the meetings of the LPPC? , The Attorney-General of the Federation , The President of the Nigerian Bar Association , The Chief Justice of Nigeria , The President of the Court of Appeal , C ," Section 5(3) of the Legal Practitioners Act provides that the Legal Practitioners Privileges Committee shall consist of the Chief Justice of Nigeria as the Chairman [36, 37]."
week 2,Exclusive Rights and Restrictions , Mr. Musa was called to the Bar in 1995. He has consistently paid his practicing fees but was recently convicted of an offence involving financial dishonesty. He has filed an appeal which is currently pending. Can he be sanctioned by the LPDC under Section 12(1)(b) of the LPA? "," Yes, conviction by a court is sufficient "," No, because the appeal is still pending and has not been determined "," Yes, provided the NBA approves the sanction ", Only if the Supreme Court grants a warrant , B ," Section 12(5) of the LPA provides that a person shall not be deemed convicted for the purpose of professional discipline if an appeal is pending or the time for appeal has not elapsed [38, 39]."
week 2,Exclusive Rights and Restrictions ," A newly called lawyer, Miss Funmi, wants to open her law office in Lagos immediately after her call to bar. A senior colleague tells her she must serve five years of pupillage before practicing on her own. What is the current legal position? ", She must serve 3 years of pupillage under a SAN , She can engage in private practice immediately after being called to the Bar , She must work in the Ministry of Justice for 2 years first , Pupillage is mandatory only for those who want to practice in Lagos , B ," The previous restriction requiring pupillage was under the Regulated and Other Professions (Private Practice Prohibition) Act, which has been repealed. Currently, every legal practitioner can engage in private practice immediately after being called to the bar [40-42]."
week 2,Exclusive Rights and Restrictions ," A legal practitioner, Mr. John, is a party to a civil suit involving his personal property. He wants to appear in court, robe, and conduct the case himself while also representing his business partner who is a co-defendant. What is the correct procedure? ", He can robe and represent both himself and his partner , He can represent himself as a litigant in person but cannot robe or represent another party , He must hire an external lawyer as he is prohibited from self-representation , He can only robe if he is a SAN or a Life Bencher , B ," Under Rule 17(5) of the RPC and the decision in Fawehinmi v. NBA, a lawyer shall not appear for a client in a proceeding in which he is himself a party; as a litigant, he conducts his case in person and is disallowed from robing [43, 44]."
week 2,Regulatory/Controlling Bodies ," A group of lawyers are dissatisfied with the quorum at a recent meeting of the General Council of the Bar where a decision was made. According to the Legal Practitioners Act, what is the required quorum for a meeting of the Bar Council? ", Five members , Eight members , Ten members , Fifteen members , B ," Section 1(2) of the Legal Practitioners Act stipulates that the quorum for the General Council of the Bar shall be eight members [45, 46]."
week 2,Exclusive Rights and Restrictions ," A non-lawyer prepares a Will for his dying uncle and collects a ""consultation fee"" of ?10,000. Is this an act of impersonation of a legal practitioner under the law? "," Yes, only lawyers can prepare Wills for reward "," No, the exclusive right to prepare documents for reward does not extend to Wills "," Yes, if the Will is eventually proved in probate "," No, provided he does not use the title ""Solicitor"" ", B ," Section 22(4) of the LPA provides exceptions to the restriction on preparing instruments for reward, explicitly stating that ""instrument"" in this context does not include a Will [47, 48]."
week 2,Exclusive Rights and Restrictions ," Mrs. Zainab, a legal practitioner of 8 years standing, applies to be appointed as a Notary Public. She has paid her practicing fees for the last 5 years but missed the two years prior to that. Does she meet the practical requirements for appointment? "," Yes, 5 years of payment is sufficient "," No, she must have paid for 7 uninterrupted years "," Yes, provided the Chief Judge of her state attests to her "," No, because only SANs can be Notaries Public ", B ," Typically in practice, for the CJN to appoint a legal practitioner as a Notary Public, they are required to have paid practicing fees for a period of 7 uninterrupted years [49-51]."
week 2,Regulatory/Controlling Bodies ," The National Judicial Council (NJC) receives a petition against a High Court Judge for gross misconduct. After investigation, the NJC finds the judge guilty. What is the extent of the NJC's power regarding the judge's removal? ", The NJC can directly dismiss the judge from office , The NJC can only recommend the judge's removal to the President or Governor , The NJC can only suspend the judge but cannot recommend removal , The NJC's decision is final and requires no executive action , B ," Under Section 292 of the Constitution, the NJC cannot remove a judicial officer but can only recommend such removal to the President or Governor, as the case may be [52-55].
week 3,Keeping Terms and Dinner Etiquette ," Chidi, an aspirant to the Bar, arrives at the Law School Dining Hall at 4:50 PM for the first dining term. The Benchers have not yet processed in, but the doors are being closed. What is the likely consequence for Chidi? ", He will be allowed in because he arrived before 5:00 PM , He will be disallowed from keeping the dining term because students must be seated by 4:30 PM , He will be allowed in but given a verbal warning by the Director General , He will be allowed in but must stand throughout the dinner , B ," All students are expected to be seated quietly in the Dining Hall by 4:30 p.m. latest as a requirement for keeping the term [1, 2]."
week 3,Keeping Terms and Dinner Etiquette ," Segun attends his second dinner wearing a navy blue suit, a white shirt, and a stylish red bow tie. The dinner marshal stops him at the entrance. Why is Segun's attire improper? ", Navy blue is not considered a dark color , He is missing a white breast pocket square , The rules specifically prescribe a black tie and prohibit bow ties , He is not wearing pinstripe trousers , C ," For male students, regulation dress includes a black tie, and the rules explicitly state ""not bow tie"" [3, 4]."
week 3,Keeping Terms and Dinner Etiquette , Amina is attending her law dinner and decides to wear a sleeveless dark dress with a white blouse underneath. Is this attire acceptable? ," Yes, as long as the dress is dark and she has a white blouse "," No, the dark jacket or dress must have long or three-quarters sleeves "," Yes, sleeveless is allowed for non-final dinners "," No, sleeveless dresses are only allowed if she wears a blazer over it ", B ," Female students' regulation dress requires that the dark jacket or dress must be in long or three-quarters sleeves [2, 3]."
week 3,Keeping Terms and Dinner Etiquette ," During the first course, Tunde uses his dinner knife to cut his bread roll into four equal quarters before buttering them. Which rule of etiquette has Tunde breached? "," Bread should be bitten directly, not cut or broken "," Bread rolls should be broken by hand into small pieces, not cut with a knife ", Bread should only be eaten after the soup is finished ," He should have used a specific bread knife, not the dinner knife ", B ," Students are expected to use their hands to break the bread rolls into pieces that will conveniently go into the mouth [5, 6]."
week 3,Keeping Terms and Dinner Etiquette ," While the main course is being served, Amaka realizes the salt shaker is on the other side of the table near a fellow student. She reaches across two other students to grab it. What is the correct procedure? ", She should have stood up to reach it , She should have waited for a steward to bring it , She should whisper to the colleague nearest to the item to pass it to her , Stretching is permitted if done quickly and quietly , C ," Students should not stretch their hands across other diners to reach for things; rather, they should whisper to the colleague nearest to such items to pass them [6, 7]."
week 3,Keeping Terms and Dinner Etiquette , Emeka is excited to be dining with a famous Life Bencher. He discreetly takes a photo of the Bencher's procession using his silent-mode smartphone. What is the ethical position on this? , It is allowed if the phone is on silent , It is allowed because Life Benchers are public figures , Photograph taking is strictly forbidden during dinner , It is only allowed during the after-dinner speech , C ," Photograph taking is strictly forbidden during dinner and all mobile phones must be switched off [6, 8]."
week 3,Keeping Terms and Dinner Etiquette ," During the loyal toast, a Bencher says, ""May we toast to the prosperity of the Federal Republic of Nigeria. To the Federal Republic of Nigeria."" What is the correct response from the students? "," ""To the Federal Republic of Nigeria"" "," ""God bless the Federal Republic of Nigeria"" "," ""Prosperity to our nation"" "," ""Long live Nigeria"" ", A ," The prescribed response to the loyal toast is strictly ""To the Federal Republic of Nigeria"" [9, 10]."
week 3,Keeping Terms and Dinner Etiquette ," A student, feeling unwell during the dinner, stands up and begins to walk toward the exit without speaking to anyone. Is this permissible? "," Yes, medical emergencies are automatic exceptions "," No, students are forbidden from moving about the hall unless the presiding Bencher allows it on representation "," Yes, but he must leave his student ID with the porter "," No, he must wait for the desert to be served before leaving ", B ," Students are forbidden from moving about the hall unless in exceptional cases when the presiding Bencher allows on a representation made by the Director General or the Secretary [6, 8]."
week 3,Keeping Terms and Dinner Etiquette ," For her final dinner before the Call to Bar, Bolatito wears her collaret and a white blouse. A senior lecturer informs her she is missing a required item. What is it? ", A white pocket square , A dark veil , A camisole to be worn over the collaret , A silver brooch , C ," For the final dinner at call to Bar, a camisole is to be worn over the collaret [1, 2]."
week 3,Keeping Terms and Dinner Etiquette ," After finishing his three-course meal, Tunde crosses his fork and knife in the middle of his plate. Is this the correct way to signal he has finished? "," Yes, crossing cutlery is the standard signal "," No, cutlery should be put together and placed at the side on the plate "," No, the fork should be on the left and the knife on the right "," No, he must leave the plate empty to signal completion ", B ," When a student finishes eating, he indicates that by putting his cutlery together and placing them together at the side on his plate [6, 7]."
week 3,Keeping Terms and Dinner Etiquette , a practicing barrister sits at a table with five law students. The students decide to discuss a recent controversial court case in loud voices to impress the barrister. Is this appropriate? "," Yes, law dinners are for intellectual discussion "," No, students should only speak to each other in very low tones "," Yes, provided the barrister joins the conversation "," No, students are not allowed to speak at all during the meal ", B ," During dinner, students are allowed to speak to each other in very low tones only and must observe proper table manners [6, 8]."
week 3,Keeping Terms and Dinner Etiquette ," When the Benchers and Barristers begin their procession into the hall at 5:00 PM, what is required of the students? ", They should remain seated and clap , They should stand and remain standing until the Benchers take their seats , They should bow as each Bencher passes , They should continue eating their bread rolls quietly , B ," All students remain standing until all the Benchers file in and take their seats [6, 11]."
week 3,Keeping Terms and Dinner Etiquette ," Fatimah, a devout Muslim, wishes to wear a hijab to the Law School dinner. What are the regulations regarding this? ", No headgear of any type is allowed , Only black hijabs that are moderate in size are allowed , Any color of hijab is allowed if it matches the suit ," Only short veils are allowed, not full hijabs ", B , Moderate black hijabs and short veils are now allowed for female students during dining terms [2].
week 3,Keeping Terms and Dinner Etiquette , An aspirant to the Bar has passed all her Bar Part II examinations with a First Class but was found to have missed two out of the three compulsory dining terms due to an internship. Can she be called to the Bar? "," Yes, academic performance overrides dining terms "," No, keeping 3 dining terms is a compulsory requirement for the Call to Bar "," Yes, if she pays a fine for the missed terms "," No, she must retake the entire year ", B ," Students are expected to keep 3 dining terms, and their successful completion is a compulsory requirement for the Call to the Nigerian Bar [12-14]."
week 3,Keeping Terms and Dinner Etiquette ," Before the soup is served, the presiding Bencher stands up to say grace. What should the students do? ", Remain seated and bow their heads , Stand up while the grace is said , Continue breaking their bread rolls , Stand up only if they are of the same faith , B ," Before commencement of dinner, the presiding Bencher says the grace while everybody stands [5, 6]."
week 3,Keeping Terms and Dinner Etiquette ," While eating the soup course, John uses his spoon to scoop the soup toward himself and makes a slight slurping sound. Which rule has he violated? ", Soup should be scooped away from the person , He must not use a spoon for soup , Students are expected to drink the soup gently without making noise , Slurping is allowed if the soup is hot , C , Students are expected to drink the soup gently with the spoon provided and must not make any noise at dinner [5-7].
week 3,Keeping Terms and Dinner Etiquette , A female student attends the dinner wearing a dark skirt that ends 3 inches above her knees. Is this acceptable? "," Yes, if she is wearing black tights "," No, there should be no miniskirts or uneven hemlines "," Yes, for the first two dinners only "," No, skirts must be floor-length ", B ," There should be no miniskirts or uneven hemlines on the skirt or dress, and skirts should at least be knee length [1, 2]."
week 3,Keeping Terms and Dinner Etiquette ," During the after-dinner speech, a student's phone, which was on vibrate, starts buzzing loudly on the wooden table. The student quickly hides it in his pocket. What is the correct protocol? ", Vibrate mode is acceptable , All mobile phones must be switched off entirely , Phones can be on if kept in a bag , Only the ringing sound is prohibited , B ," The rule is strict that all mobile phones must be switched off during dinner [6, 8]."
week 3,Keeping Terms and Dinner Etiquette ," At the end of the dinner, after the closing prayers, the Benchers begin to file out. When are students permitted to leave their positions? ", Immediately after the prayer is said , Once the Benchers have left the hall and the student procession is called , As soon as they finish their dessert , After they have cleared their own plates , B ," Benchers and Barristers file out in procession while students remain silent and standing until the process is complete [10, 15]."
week 3,Keeping Terms and Dinner Etiquette , A male student arrives for dinner wearing a dark brown suit and a white shirt. He is denied entry. Why? , Only black suits are allowed ," The rules prescribe dark clothing, and brown is generally not recognized as the standard professional dark attire (black, navy, or charcoal) ", He was missing a tie ," Brown is considered a ""loud"" color ", B ," Students are expected to be in dark clothing; for males, regulation dress is typically black, blue-black, or charcoal grey suits [3, 4, 16]."
week 4,Contempt of Court ," During a heated cross-examination at the High Court of Lagos, Mr. Emeka, a legal practitioner, tells the presiding judge, ""Your Lordship is clearly biased and acting like a mouthpiece for the claimant."" The judge immediately orders Mr. Emeka to be put in the dock to show cause why he should not be committed for contempt. ", Summary trial , Full trial before another judge , Referral to the NBA , Police investigation , Summary trial ," For contempt committed in the face of the court (in facie curiae) that is notorious and incontestable, the judge has the option of a summary trial where the contemnor is put in the dock and asked to show cause. This is supported by the principle in Dibia v Ezeigwe and Section 6(6)(a) of the 1999 Constitution [1-3]."
